City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
363,Haverfordwest,GB,51.8,-4.97,52.0,81,29,18.34,scattered clouds
364,Inirida,CO,3.87,-67.92,88.25,60,25,2.13,scattered clouds
365,Jumla,NP,29.27,82.18,42.76,53,0,6.15,clear sky
366,Alice Springs,AU,-23.7,133.88,59.0,38,0,11.41,clear sky
367,Norman Wells,CA,65.28,-126.83,21.2,92,75,8.37,light snow
368,Beloha,MG,-25.17,45.05,70.75,59,97,1.79,overcast clouds
369,Salalah,OM,17.02,54.09,77.0,57,0,5.82,clear sky
370,Mecca,SA,21.43,39.83,78.21,71,0,2.95,clear sky
371,Hami,CN,42.8,93.45,37.6,69,2,4.23,clear sky
372,Mar Del Plata,AR,-38.0,-57.56,62.6,100,90,3.36,moderate rain
373,Breasta,RO,44.33,23.68,55.99,93,100,2.68,overcast clouds
374,Tahta,EG,26.77,31.5,77.0,38,0,9.17,clear sky
375,Sabang,ID,5.89,95.32,81.75,75,100,15.77,overcast clouds
376,Homer,US,59.64,-151.55,46.99,81,90,8.05,light rain
377,Salisbury,GB,51.07,-1.8,46.4,87,7,6.93,clear sky
378,Eureka,US,40.8,-124.16,59.0,76,1,5.82,haze
379,Nyurba,RU,63.28,118.33,19.17,91,100,9.46,overcast clouds
380,Margate,GB,51.38,1.39,51.01,66,94,5.99,moderate rain
381,Sao Felix Do Xingu,BR,-6.64,-51.99,92.14,43,100,2.73,overcast clouds
382,Santa Barbara,US,34.73,-120.03,69.01,59,1,5.82,clear sky
383,Talcahuano,CL,-36.72,-73.12,60.8,51,0,14.99,clear sky
384,Yumen,CN,40.28,97.2,32.45,81,61,10.78,broken clouds
385,Kulu,TR,39.1,33.08,65.53,28,100,6.49,overcast clouds
386,Cururupu,BR,-1.83,-44.87,84.52,64,35,6.67,scattered clouds
387,Los Algarrobos,PA,8.5,-82.43,82.4,78,40,13.87,scattered clouds
388,Canico,PT,32.63,-16.85,66.2,72,20,3.36,few clouds
389,Copiapo,CL,-27.37,-70.33,68.0,52,0,16.11,clear sky
390,Camopi,GF,3.17,-52.32,91.27,46,78,4.92,moderate rain
391,Muros,ES,42.78,-9.06,48.99,89,98,1.01,overcast clouds
392,Datong,CN,40.09,113.29,50.31,60,46,2.08,scattered clouds
393,Flagstaff,US,35.2,-111.65,61.0,47,40,23.04,scattered clouds
394,Khelyulya,RU,61.73,30.68,36.97,81,77,4.7,broken clouds
395,Xuddur,SO,4.12,43.89,76.05,77,33,10.85,light rain
396,Lashio,MM,22.93,97.75,64.35,99,37,0.96,scattered clouds
397,Bonfim,BR,3.08,-59.95,95.14,40,84,3.2,broken clouds
398,Guinope,HN,13.88,-86.93,78.8,100,40,5.82,light rain
399,Navoi,UZ,40.08,65.38,42.8,41,25,6.93,scattered clouds
400,Yar-Sale,RU,66.83,70.83,11.88,96,70,9.93,broken clouds
401,Chara,RU,56.91,118.26,28.98,89,100,1.19,overcast clouds
402,Kutum,SD,14.2,24.67,73.89,21,21,13.31,few clouds
403,Tarancon,ES,40.01,-3.01,53.01,100,75,16.11,moderate rain
404,Hualmay,PE,-11.1,-77.61,68.94,68,25,10.63,scattered clouds
405,Manakara,MG,-22.13,48.02,69.73,88,1,5.97,light rain
406,Cabo San Lucas,MX,22.89,-109.91,93.2,49,20,3.36,few clouds
407,Prieska,ZA,-29.66,22.75,79.2,17,21,2.77,few clouds
408,Puerto Penasco,MX,31.32,-113.53,79.0,75,14,18.01,few clouds
409,Muriti,TZ,-1.98,32.92,76.03,72,35,8.5,light rain
410,Kamenka,RU,51.32,42.77,43.0,92,0,7.16,clear sky
411,Ludvika,SE,60.15,15.19,52.0,87,100,4.7,overcast clouds
412,Kupang,ID,-10.17,123.58,79.47,81,100,5.5,overcast clouds
413,Burns Lake,CA,54.23,-125.75,27.12,85,100,2.26,overcast clouds
414,Jian,CN,27.12,114.98,59.52,70,60,3.8,moderate rain
415,Noumea,NC,-22.28,166.46,78.01,73,0,2.24,clear sky
416,Mayo,US,38.89,-76.51,50.0,100,90,4.7,overcast clouds
417,Pompeu,BR,-19.22,-44.94,74.73,80,25,5.23,moderate rain
418,Haines Junction,CA,60.75,-137.51,28.99,90,100,1.41,overcast clouds
419,Gavrilov Posad,RU,56.56,40.12,44.2,89,99,10.0,overcast clouds
420,Talnakh,RU,69.49,88.4,10.4,85,75,13.42,light snow
421,Lorengau,PG,-2.02,147.27,81.81,75,100,4.38,overcast clouds
422,Chegdomyn,RU,51.12,133.02,28.06,97,0,0.74,clear sky
423,Warrington,GB,53.39,-2.58,48.2,81,0,8.05,clear sky
424,Coueron,FR,47.22,-1.72,53.01,93,0,9.17,clear sky
425,Otukpo,NG,7.19,8.13,74.55,90,100,3.76,overcast clouds
426,Carutapera,BR,-1.2,-46.02,83.5,66,100,7.74,moderate rain
427,Gisborne,NZ,-38.65,178.0,66.0,68,0,3.0,clear sky
428,Prescott,US,34.54,-112.47,70.0,37,1,18.34,clear sky
429,Santa Cecilia,BR,-26.96,-50.43,71.22,66,27,6.91,scattered clouds
430,Charters Towers,AU,-20.1,146.27,71.51,51,0,8.08,clear sky
431,Linhares,BR,-19.39,-40.07,73.36,93,100,5.86,light rain
432,Lazurne,UA,46.08,32.53,59.0,82,0,6.71,clear sky
433,Media Luna,CU,20.14,-77.44,82.4,80,100,17.43,heavy intensity rain
434,Fasa,IR,28.94,53.65,55.4,28,0,2.46,clear sky
435,Riyadh,SA,24.69,46.72,69.8,35,0,6.17,clear sky
436,Flinders,AU,-34.58,150.86,57.99,87,100,8.99,light rain
437,Bonavista,CA,48.65,-53.11,42.01,84,83,23.0,broken clouds
438,Baykit,RU,61.67,96.37,11.66,92,56,1.21,broken clouds
439,La Rioja,ES,42.25,-2.5,55.4,82,20,5.82,few clouds
440,Vila Franca Do Campo,PT,37.72,-25.43,62.6,72,20,3.36,few clouds
441,Sidi Ali,DZ,36.1,0.42,62.58,78,0,7.9,clear sky
442,Wenling,CN,28.37,121.36,64.0,82,83,5.21,broken clouds
443,Ifakara,TZ,-8.13,36.68,79.95,54,32,8.41,scattered clouds
444,Kolpashevo,RU,58.31,82.91,26.35,98,97,10.18,overcast clouds
445,Glendive,US,47.11,-104.71,19.4,62,75,16.11,broken clouds
446,Joensuu,FI,62.6,29.76,34.0,78,40,8.05,scattered clouds
447,Athens,GR,37.98,23.72,70.0,49,0,6.93,clear sky
448,Tongliao,CN,43.61,122.27,38.84,68,0,5.26,clear sky
449,Vinh,VN,18.67,105.67,68.83,88,100,11.41,overcast clouds
450,Fomboni,KM,-12.28,43.74,79.93,74,0,8.93,clear sky
451,Pochutla,MX,15.74,-96.47,91.4,55,40,6.69,scattered clouds
452,Alofi,NU,-19.06,-169.92,75.69,82,100,17.72,light rain
453,Kailua,US,21.4,-157.74,82.99,78,90,4.7,overcast clouds
454,Gasa,PS,31.5,34.47,77.0,78,20,8.05,few clouds
455,Asau,RO,46.43,26.4,53.01,98,100,2.33,overcast clouds
456,Nova Olimpia,BR,-14.8,-57.29,94.91,39,70,9.17,moderate rain
457,Long Beach,US,33.77,-118.19,69.01,68,90,6.93,overcast clouds
458,Vrangel,RU,42.73,133.08,43.77,67,0,9.84,clear sky
459,Temerloh,MY,3.45,102.42,74.19,94,99,2.24,overcast clouds
460,Hidalgotitlan,MX,17.78,-94.63,87.8,62,75,11.41,broken clouds
461,Thinadhoo,MV,0.53,72.93,82.96,74,10,8.95,clear sky
462,Muli,MV,2.92,73.57,81.93,80,94,10.16,overcast clouds
463,Capreol,CA,46.71,-80.92,36.0,64,90,4.7,overcast clouds
464,Matadi,CD,-5.82,13.45,79.93,73,100,8.41,overcast clouds
465,Marienburg,PL,54.04,19.03,51.01,100,0,13.98,clear sky
466,Wukari,NG,7.85,9.78,78.53,71,96,2.66,overcast clouds
467,Ucluelet,CA,48.93,-125.55,46.99,57,75,3.36,broken clouds
468,Havre-Saint-Pierre,CA,50.23,-63.6,39.2,44,20,14.99,few clouds
469,Port Hawkesbury,CA,45.62,-61.35,43.0,70,75,13.87,broken clouds
470,Laguna,US,38.42,-121.42,66.99,63,20,9.17,few clouds
471,Manyana,BW,-23.4,21.72,78.04,33,100,8.3,light rain
472,Lafiagi,NG,8.87,5.42,81.45,52,86,1.16,overcast clouds
473,Plettenberg Bay,ZA,-34.05,23.37,62.4,89,100,9.64,light rain
474,Araouane,ML,18.9,-3.53,90.1,11,0,6.51,clear sky
475,Mitsamiouli,KM,-11.38,43.28,79.09,76,0,11.21,clear sky
476,Altay,CN,47.87,88.12,26.6,72,51,1.88,broken clouds
477,Barao De Melgaco,BR,-16.19,-55.97,95.0,39,20,13.87,few clouds
478,Paraiso,CR,9.84,-83.87,75.2,69,75,11.41,broken clouds
479,Jiwani,PK,25.05,61.74,76.24,40,0,5.28,clear sky
480,Palmer,US,42.16,-72.33,52.0,46,75,10.29,broken clouds
481,Cockburn Town,TC,21.46,-71.14,83.48,77,100,25.32,overcast clouds
482,Boa Vista,BR,2.82,-60.67,96.8,37,40,8.05,scattered clouds
483,Kazachinskoye,RU,57.7,93.28,26.42,85,100,5.77,overcast clouds
484,Ismailia,EG,30.6,32.27,71.69,73,0,4.23,clear sky
485,Wagar,SD,16.15,36.2,88.86,32,32,11.74,scattered clouds
486,Ternate,ID,0.8,127.4,80.46,76,92,3.71,overcast clouds
487,Rognan,NO,67.1,15.39,41.0,92,75,32.21,broken clouds
488,Comodoro Rivadavia,AR,-45.87,-67.5,68.0,31,40,20.8,scattered clouds
489,Piracuruca,BR,-3.93,-41.71,93.27,38,52,9.17,broken clouds
490,Sal Rei,CV,16.18,-22.92,82.4,65,0,21.92,clear sky
491,Sao Filipe,CV,14.9,-24.5,83.1,60,90,17.52,overcast clouds
492,Kulunda,RU,52.57,78.94,38.32,82,100,17.56,light rain
493,Mako,HU,46.22,20.48,57.2,100,75,5.82,broken clouds
494,Beringovskiy,RU,63.05,179.32,29.8,94,58,3.38,broken clouds
495,Baruun-Urt,MN,46.68,113.28,34.18,78,0,10.51,clear sky
496,Ixtapa,MX,20.7,-105.2,90.0,66,20,9.17,few clouds
497,Japura,ID,-0.32,102.35,72.81,85,100,2.48,light rain
498,Taoudenni,ML,22.68,-3.98,88.47,12,0,7.29,clear sky
499,Katangli,RU,51.71,143.23,39.78,92,100,17.47,light rain
500,Lesosibirsk,RU,58.24,92.48,25.74,87,100,6.31,overcast clouds
501,Saint-Augustin,CA,51.23,-58.65,36.5,72,0,16.8,clear sky
502,Sorong,ID,-0.88,131.25,78.58,83,98,5.5,overcast clouds
503,Kamiiso,JP,41.82,140.65,47.17,78,30,7.7,scattered clouds
504,Mosjoen,NO,65.84,13.19,44.6,93,75,2.24,light rain
505,Iquitos,PE,-3.75,-73.25,95.0,47,75,5.82,broken clouds
506,Sapouy,BF,11.55,-1.77,81.39,29,66,5.01,broken clouds
507,San Patricio,US,28.02,-97.52,84.99,69,75,14.99,broken clouds
508,Axim,GH,4.87,-2.24,78.39,88,100,7.9,overcast clouds
509,Port Hardy,CA,50.7,-127.42,41.0,58,90,6.93,overcast clouds
510,Flin Flon,CA,54.77,-101.86,26.6,58,90,10.29,light snow
511,Cabedelo,BR,-6.98,-34.83,80.6,78,40,11.41,scattered clouds
512,Ayan,RU,56.45,138.17,26.98,88,0,18.61,clear sky
513,Walvis Bay,NA,-22.96,14.51,60.8,77,0,5.82,clear sky
514,Komsomolskiy,UZ,40.43,71.72,46.4,52,0,6.93,clear sky
515,Ekibastuz,KZ,51.67,75.37,42.42,74,100,20.4,overcast clouds
516,Severnyy,RU,50.68,36.55,48.2,81,75,2.24,broken clouds
517,Danville,US,36.59,-79.39,52.0,87,90,9.17,overcast clouds
518,Plaeng Yao,TH,13.58,101.28,84.0,78,20,4.7,light rain
519,Bowen,AU,-20.02,148.23,69.8,94,4,3.04,clear sky
520,Nha Trang,VN,12.25,109.18,78.8,88,75,3.36,broken clouds
521,Brits,ZA,-25.63,27.78,75.2,60,72,4.7,broken clouds
522,Muzhi,RU,65.37,64.67,20.89,98,100,10.76,light snow
523,Qeshm,IR,26.96,56.27,73.4,30,0,9.17,clear sky
524,Iskilip,TR,40.74,34.47,63.03,30,53,1.7,broken clouds
525,Kapit,MY,2.02,112.93,72.77,94,98,1.14,overcast clouds
526,Ust-Tsilma,RU,65.44,52.15,20.79,98,64,3.91,broken clouds
527,Mayor Pablo Lagerenza,PY,-19.93,-60.77,103.77,27,90,14.07,overcast clouds
528,Madera,US,37.17,-119.83,70.0,51,4,1.01,clear sky
529,Puerto Cabezas,NI,14.04,-83.39,84.2,89,75,2.1,broken clouds
530,Sinnamary,GF,5.38,-52.95,84.33,71,22,10.02,few clouds
531,Krasne,UA,49.91,24.61,53.6,93,90,13.42,mist
532,Carballo,ES,43.21,-8.69,50.0,81,20,9.17,light rain
533,Whitecourt,CA,54.15,-115.69,15.8,56,40,4.25,scattered clouds
534,Luruaco,CO,10.61,-75.14,87.8,74,75,9.17,shower rain
535,Povenets,RU,62.85,34.83,33.62,91,89,4.05,overcast clouds
536,Sola,VU,-13.88,167.55,79.83,82,5,18.1,moderate rain
537,Muroto,JP,33.28,134.15,63.5,62,40,5.55,scattered clouds
538,Sioux Lookout,CA,50.1,-91.92,26.6,58,75,6.93,broken clouds
539,Waitati,NZ,-45.75,170.57,46.99,91,100,5.01,overcast clouds
540,Ullapool,GB,57.9,-5.16,46.99,64,100,3.0,heavy intensity rain
541,Nargana,PA,9.44,-78.59,84.81,72,59,4.5,broken clouds
542,Lima,PE,-12.04,-77.03,66.99,72,75,9.17,broken clouds
543,Carlisle,US,40.2,-77.19,46.0,87,100,6.76,overcast clouds
544,Ketchikan,US,55.34,-131.65,37.4,93,90,13.87,light rain
545,Waingapu,ID,-9.66,120.26,78.69,78,100,4.07,overcast clouds
546,Sayyan,YE,15.17,44.32,52.9,33,1,3.47,clear sky
547,Fort Myers Beach,US,26.45,-81.95,86.0,70,44,8.05,scattered clouds
548,Sharjah,AE,25.36,55.4,84.2,53,0,6.98,clear sky
549,Kloulklubed,PW,7.04,134.26,75.2,94,75,3.42,broken clouds
550,Tomigusuku,JP,26.18,127.67,71.6,73,20,6.93,few clouds
551,Sindor,RU,62.86,51.89,24.91,99,99,2.35,light snow
552,Oktyabrskiy,RU,54.48,53.47,42.91,89,100,7.0,light rain
553,Kiunga,PG,-6.12,141.29,73.18,98,100,1.19,light rain
554,Port-Gentil,GA,-0.72,8.78,80.6,78,75,11.41,broken clouds
555,Porto Santo,PT,33.07,-16.34,68.0,72,40,14.99,scattered clouds
556,Yeppoon,AU,-23.13,150.73,69.8,94,90,1.12,overcast clouds
557,Vilhena,BR,-12.74,-60.15,87.49,48,94,3.78,overcast clouds
558,Gillette,US,44.29,-105.5,10.4,66,20,11.41,few clouds
559,Makakilo City,US,21.35,-158.09,82.4,69,1,3.36,clear sky
560,Waddan,LY,29.16,16.14,68.63,47,0,8.05,clear sky
561,Porto Novo,BJ,6.5,2.6,80.6,88,40,5.82,thunderstorm
562,Ust-Omchug,RU,61.15,149.63,22.15,95,100,8.59,overcast clouds
563,Panguipulli,CL,-39.63,-72.33,59.0,51,20,11.41,few clouds
564,Shitanjing,CN,39.23,106.34,43.34,55,0,9.93,clear sky
565,Russell,US,32.35,-85.2,77.0,69,90,3.36,overcast clouds
566,Maceio,BR,-9.67,-35.74,82.4,74,0,11.41,clear sky
567,Chicama,PE,-7.84,-79.15,64.4,82,75,13.87,broken clouds
568,Mallow,IE,52.13,-8.63,45.0,87,20,11.41,few clouds
569,Arlit,NE,18.74,7.39,82.56,14,0,16.08,clear sky
570,Yanji,CN,42.91,129.51,37.71,78,1,2.82,clear sky
571,Bose,IT,45.46,8.01,55.0,93,100,2.26,overcast clouds
572,Weymouth,US,42.22,-70.94,51.01,61,100,9.17,overcast clouds
573,Villazon,BO,-22.09,-65.59,72.52,17,100,19.8,overcast clouds
574,Yarada,IN,17.65,83.27,78.8,94,40,2.24,mist
575,Lamu,KE,-2.27,40.9,78.8,83,1,4.7,clear sky
576,Surt,LY,31.21,16.59,72.73,73,20,9.98,few clouds
577,Salina Cruz,MX,16.17,-95.2,92.68,43,99,15.84,overcast clouds
578,Shelburne,CA,44.08,-80.2,46.99,60,20,5.82,few clouds
579,Monster,NL,52.03,4.17,51.01,94,97,5.01,overcast clouds
580,Micheweni,TZ,-4.97,39.83,78.13,83,1,8.23,clear sky
581,Morkov,CZ,49.54,18.06,50.0,100,90,5.82,mist
582,Zhangjiakou,CN,40.81,114.88,50.81,46,98,3.4,overcast clouds
583,Stephenville Crossing,CA,48.5,-58.43,41.0,60,75,10.29,broken clouds
584,Burnie,AU,-41.07,145.92,41.0,70,0,8.01,clear sky
585,Eyl,SO,7.98,49.82,78.37,69,54,10.0,broken clouds
586,Ngama,TD,11.78,17.17,85.14,17,0,9.48,clear sky
587,Narasapur,IN,16.45,81.67,76.73,79,0,1.19,clear sky
588,Moose Factory,CA,51.26,-80.61,28.4,74,90,12.75,overcast clouds
589,Banjar,ID,-8.19,114.97,78.8,94,20,2.24,few clouds
590,Karasburg,NA,-28.02,18.75,74.75,17,86,8.14,overcast clouds
591,Cambridge,CA,43.36,-80.31,43.0,75,90,11.41,overcast clouds
592,Myski,RU,53.71,87.8,29.23,97,100,5.21,overcast clouds
593,Ginir,ET,7.13,40.7,57.02,90,0,4.34,clear sky
594,High Level,CA,58.52,-117.14,30.2,42,20,5.23,few clouds
595,Honningsvag,NO,70.98,25.97,37.4,69,75,17.22,broken clouds
596,Wad Madani,SD,14.4,33.52,87.48,21,0,7.27,clear sky
597,Kinablangan,PH,7.69,126.55,78.55,79,100,4.32,light rain
598,Acari,PE,-15.43,-74.62,76.35,40,0,10.74,clear sky
599,Tilichiki,RU,60.47,166.1,30.45,97,100,6.58,overcast clouds
600,Rio Verde De Mato Grosso,BR,-18.92,-54.84,91.96,47,59,4.45,broken clouds
601,Nieuw Amsterdam,SR,5.88,-55.08,86.0,88,40,11.83,scattered clouds
602,Biggar,GB,55.62,-3.52,46.99,85,93,7.0,overcast clouds
603,Riviere-Au-Renard,CA,49.0,-64.4,37.4,40,40,13.87,scattered clouds
604,Jinchang,CN,38.5,102.17,42.48,59,100,5.57,overcast clouds
605,Haimen,CN,23.19,116.61,66.2,88,0,15.79,clear sky
606,Cooma,AU,-36.23,149.13,41.0,93,75,13.87,light rain
607,Wanning,CN,18.8,110.4,75.99,92,100,4.92,overcast clouds
608,Faya,SA,18.39,42.45,64.4,67,0,9.17,clear sky
609,Coahuayana,MX,18.73,-103.68,84.2,70,20,9.17,few clouds
610,Natal,BR,-5.79,-35.21,84.2,70,40,16.11,scattered clouds
611,Kiama,AU,-34.68,150.87,57.99,79,100,1.99,light rain
612,Myshkin,RU,57.79,38.45,41.47,92,79,6.96,broken clouds
613,Ubinskoye,RU,55.31,79.68,37.96,98,100,13.06,light rain
614,Kvarkeno,RU,52.08,59.73,51.19,89,100,16.96,light rain
615,Jaranwala,PK,31.33,73.43,69.42,24,92,7.52,overcast clouds
616,Kashi,CN,39.45,75.98,51.8,54,40,4.47,scattered clouds
617,Ostrovnoy,RU,68.05,39.51,32.05,93,99,7.4,overcast clouds
618,Angoram,PG,-4.06,144.07,72.99,98,100,2.44,light rain
619,Puri,IN,19.8,85.85,77.0,94,40,2.8,haze
620,Moses Lake,US,47.13,-119.28,37.99,29,1,9.17,clear sky
621,Evensk,RU,61.95,159.23,32.4,92,100,14.25,overcast clouds
622,Urubamba,PE,-13.3,-72.12,64.4,42,75,12.75,shower rain
623,Clyde River,CA,70.47,-68.59,15.8,78,20,8.05,few clouds
624,Tabursuq,TN,36.46,9.25,64.4,52,20,2.24,few clouds
625,San Gabriel,US,34.1,-118.11,69.8,59,90,4.7,overcast clouds
626,Sumbawanga,TZ,-7.97,31.62,65.68,56,9,2.26,clear sky
627,Kabanjahe,ID,3.1,98.49,77.0,100,75,3.36,heavy intensity rain
628,Acapulco,MX,16.86,-99.89,87.8,79,40,5.82,scattered clouds
629,Berberati,CF,4.26,15.79,68.14,93,90,1.7,overcast clouds
630,Nata,PA,8.33,-80.52,84.2,74,20,10.29,few clouds
631,Heze,CN,35.24,115.44,55.83,59,100,5.26,overcast clouds
632,Jalali,IN,27.87,78.27,72.88,22,0,2.53,clear sky
633,Jinxi,CN,30.43,116.29,61.48,56,97,1.32,overcast clouds
634,Kortkeros,RU,61.81,51.58,30.2,92,75,6.71,broken clouds
635,San Ramon,US,37.78,-121.98,66.99,55,90,5.82,overcast clouds
636,Amuntai,ID,-2.42,115.25,75.92,94,98,0.83,heavy intensity rain
637,Belmonte,BR,-15.86,-38.88,77.0,83,75,10.29,broken clouds
638,Naze,JP,28.37,129.48,64.4,88,90,3.36,overcast clouds
639,Challapata,BO,-18.9,-66.77,63.64,25,11,6.22,few clouds
640,Zig,US,40.13,-92.77,41.0,75,90,11.41,overcast clouds
641,Mulchen,CL,-37.72,-72.23,64.4,42,75,10.29,broken clouds
642,Poli,TZ,-3.33,36.8,63.23,81,63,6.82,broken clouds
643,Irtyshskiy,RU,58.33,68.13,33.58,97,96,4.7,overcast clouds
644,San Cristobal,VE,7.77,-72.22,86.0,58,40,11.41,scattered clouds
645,Fort Oglethorpe,US,34.95,-85.26,73.0,73,75,0.74,broken clouds
646,Hervey Bay,AU,-25.3,152.85,73.99,91,1,5.01,light rain
647,Yanam,IN,16.73,82.22,75.36,81,32,1.63,scattered clouds
648,Augusto Correa,BR,-1.02,-46.63,84.11,65,72,7.2,broken clouds
649,Tagusao,PH,9.19,117.81,79.21,83,100,12.57,very heavy rain
650,Great Falls,US,47.5,-111.3,12.0,77,1,10.29,clear sky
651,Casablanca,MA,33.59,-7.62,64.4,68,20,4.7,few clouds
652,Newport,GB,51.59,-3.0,50.0,96,2,1.01,light rain
653,Westport,US,41.14,-73.36,52.0,50,1,6.93,clear sky
654,Dawlatabad,AF,36.41,64.91,45.59,56,0,3.53,clear sky
655,Cotonou,BJ,6.37,2.42,80.6,88,40,5.82,thunderstorm
656,Hamilton,US,39.18,-84.53,54.0,66,90,10.29,overcast clouds
657,Labytnangi,RU,66.66,66.42,13.06,95,100,17.07,light snow
658,Borger,NL,52.92,6.79,51.01,92,50,4.0,scattered clouds
659,Taywarah,AF,33.35,64.42,28.94,80,0,3.02,clear sky
660,Praia,CV,14.92,-23.51,82.4,61,0,20.8,clear sky
661,Sao Sebastiao,BR,-23.76,-45.41,74.3,81,34,7.65,scattered clouds
662,Mercedes,AR,-34.65,-59.43,71.01,71,100,4.0,overcast clouds
663,Teguldet,RU,57.31,88.17,26.69,93,100,7.54,overcast clouds
664,Rivers,CA,50.03,-100.24,24.8,62,75,13.87,broken clouds
665,Ozernovskiy,RU,51.5,156.52,43.79,80,94,7.63,overcast clouds
666,Alugan,PH,12.22,125.48,79.75,85,100,16.02,light rain
667,Erdenet,MN,49.03,104.08,21.6,86,76,1.66,broken clouds
668,Lujan,AR,-34.57,-59.1,72.0,99,100,4.0,light rain
669,Kilindoni,TZ,-7.91,39.67,79.68,78,10,13.51,clear sky
670,Suwannaphum,TH,15.6,103.8,73.0,88,100,4.23,overcast clouds
671,Balanacan,PH,13.53,121.87,79.9,87,100,40.73,heavy intensity rain
672,Lasa,IT,46.62,10.7,54.0,87,75,5.82,broken clouds
673,Sandur,IN,15.1,76.55,73.17,70,53,4.47,broken clouds
674,Razdolinsk,RU,58.42,94.67,21.54,92,99,3.24,overcast clouds
675,Sao Joao Da Barra,BR,-21.64,-41.05,71.6,94,90,9.17,light rain
676,Roald,NO,62.58,6.13,50.0,61,20,11.41,few clouds
677,Warwick,US,41.7,-71.42,55.0,58,75,8.05,broken clouds
678,Neuquen,AR,-38.95,-68.06,68.0,20,0,16.11,clear sky
679,Bardsir,IR,29.92,56.57,51.8,27,0,4.7,clear sky
680,Santiago De Cuba,CU,20.02,-75.82,84.2,74,75,13.87,broken clouds
681,Siguiri,GN,11.67,-9.5,78.85,28,0,2.46,clear sky
682,Donskoye,RU,45.46,41.97,53.6,93,0,2.24,clear sky
683,Balkanabat,TM,39.51,54.37,59.9,34,0,1.34,clear sky
684,Bandiagara,ML,14.35,-3.61,85.26,13,0,6.98,clear sky
